!GO Term	EGF_Baseline	EGF_Stumulus
GO:0007480	-1.90	3.35
GO:0008150	0.78	1.45
GO:1901873	0.47	0.42
GO:0045087	-0.68	0.30
GO:0090302	-1.07	-1.01
GO:0033038	1.14	0.67
GO:0050830	-1.08	-1.85
GO:0042254	1.38	0.93
GO:0007052	1.71	-3.31
GO:0008061	-1.81	0.80
GO:1901981	0.41	-0.86
GO:0022008	0.46	-0.30
GO:0016021	0.57	0.94
GO:0090503	0.49	0.34
GO:0042600	1.13	0.66
GO:0070983	2.07	1.04
GO:0030163	0.38	-0.08
GO:0055114	-1.19	0.98
GO:0006508	-0.42	0.08
GO:0070026	0.38	0.33
GO:0046872	-0.75	-0.37
GO:1901888	-0.32	0.24
GO:0015629	-0.41	0.30
GO:0005815	-0.85	0.67
GO:0035556	-1.28	0.74
GO:0005576	-0.90	-1.47
GO:0005818	-0.89	0.95
GO:0008150	0.39	0.76
GO:0006508	-0.31	0.56
GO:0043565	-0.76	-1.24
GO:0050829	-0.66	0.28
GO:0016028	0.28	0.08
GO:0005747	-1.37	-0.25
GO:0050832	0.17	-0.34
GO:0016021	-1.27	-0.19
GO:0016020	-1.96	-0.49
GO:0006730	1.01	0.60
GO:0043138	-0.47	-0.59
GO:0043142	1.58	0.67
GO:0071805	1.13	1.40
GO:0046331	-1.08	-0.83
GO:0022008	-0.90	0.17
GO:0004252	-0.90	-0.53
GO:0034599	-0.85	-0.78
GO:0008150	0.71	0.74
GO:0048067	-1.15	0.47
GO:0048102	-1.62	-0.90
GO:0046983	0.29	0.87
GO:0030132	1.81	2.20
GO:0006412	-1.30	0.56
GO:0050909	0.86	-0.15
GO:0051308	1.02	1.97
GO:0043874	-2.00	0.82
GO:0048013	-1.19	-0.16
GO:0055114	-0.30	0.36
GO:0016021	-1.06	-0.28
GO:0008150	-0.83	1.05
GO:0016021	-1.83	-0.41
GO:0048477	-0.90	2.17
GO:0008343	0.51	-0.56
GO:0006468	-0.77	1.00
GO:0016310	-1.65	1.83
GO:0008150	0.38	0.37
GO:0003677	-1.26	-0.13
GO:0032259	-0.96	-0.39
GO:0030246	-1.89	1.15
GO:0055059	-0.58	1.39
GO:0008150	0.53	0.57
GO:1902600	0.35	-0.15
GO:0055114	-0.53	-0.41
GO:0008150	1.03	0.58
GO:0071805	-2.21	1.10
GO:0051156	0.65	-1.12
GO:0006508	-1.38	-0.12
GO:0090307	0.69	1.60
GO:0070098	-0.70	-0.47
GO:0060857	-0.93	1.60
GO:0008150	-0.88	1.59
GO:0000990	-0.21	-0.60
GO:0030246	0.67	1.12
GO:0008270	-1.58	1.27
GO:0001077	-0.99	-1.02
GO:0008150	-0.87	1.12
GO:0030145	2.16	1.11
GO:0055114	0.87	-1.02
GO:0055114	1.80	-1.18
GO:0008150	-0.16	0.81
GO:0003713	0.34	0.38
GO:0072593	1.11	0.82
GO:0034472	-0.82	0.08
GO:0006427	0.78	-0.64
GO:0051726	0.26	1.45
GO:0060967	0.09	0.77
GO:0008270	-1.06	-1.28
GO:0034389	-1.34	0.65
GO:0055114	-0.75	1.06
GO:0008150	-0.27	0.24
GO:0033179	1.54	-0.06
GO:0004252	0.96	-0.51
GO:0035206	1.21	0.52
GO:0003676	-1.09	1.05
GO:0035220	0.73	0.67
GO:0046331	1.54	0.25
GO:0016021	-1.91	-1.88
GO:0042384	-0.84	-1.35
GO:0065007	0.24	0.95
GO:0031370	-0.97	-1.63
GO:0040003	-1.12	0.74
GO:0055114	0.20	0.56
GO:0045495	0.62	0.69
GO:0040008	-2.25	1.02
GO:0016319	0.95	0.33
GO:0051568	-1.74	1.65
GO:0003676	-1.08	0.79
GO:0048749	0.41	2.00
GO:0008150	0.49	0.84
GO:0055085	-0.53	-0.45
GO:0019896	-0.48	0.59
GO:0022008	-1.07	-0.40
GO:0090305	-1.07	0.88
GO:0048675	0.84	-1.06
GO:0030170	-1.74	0.62
GO:0045450	-1.75	0.68
GO:0060179	-0.54	-0.13
GO:0097320	-1.75	1.46
GO:0015032	-0.80	-0.69
GO:0035725	-0.82	-1.13
GO:0070403	-0.15	-0.15
GO:0047184	-1.76	1.54
GO:0006508	0.29	0.63
GO:0051726	-2.17	-0.15
GO:0035725	1.39	0.68
GO:0005509	-1.34	-0.81
GO:0022627	1.54	-2.88
GO:0050821	-1.14	0.80
GO:0001077	1.56	-0.86
GO:0043565	-1.60	-0.61
GO:0008150	0.16	0.12
GO:0055114	1.06	0.55
GO:0035556	1.28	-0.39
GO:0016021	-0.47	-1.46
GO:0008061	-1.12	1.09
GO:0032504	-0.90	0.60
GO:0008017	0.68	0.57
GO:0007527	1.54	0.77
GO:0008150	-0.45	1.56
GO:0001128	-1.66	1.24
GO:0000990	0.21	-0.33
GO:0008150	-0.88	-1.32
GO:0007476	-1.18	-1.20
GO:0046982	-1.63	1.47
GO:0005912	-1.19	0.22
GO:0030246	-0.95	-0.55
GO:0016021	-0.71	-0.68
GO:0046983	0.94	0.41
GO:0048749	1.73	-2.32
GO:0040003	-0.89	0.14
GO:0022008	-1.16	1.12
GO:0034968	-0.94	-0.60
GO:0045498	0.82	0.72
GO:0055114	-1.16	-0.67
GO:0016272	1.11	1.06
GO:0035151	1.65	-0.62
GO:0016021	0.47	0.45
GO:2000035	0.55	-1.14
GO:0030008	-0.78	0.24
GO:0016021	-1.02	0.10
GO:0086010	-0.54	0.97
GO:0045202	1.31	0.24
GO:0016874	1.21	-0.88
GO:0005794	-0.66	-0.68
GO:0022008	0.82	0.55
GO:0042826	-1.61	0.31
GO:0006200	-0.73	-0.87
GO:0035556	0.57	1.65
GO:0045450	-0.83	0.54
GO:0008061	-0.58	-0.14
GO:0016772	2.37	1.11
GO:2001046	-1.23	1.44
GO:0055089	3.18	-1.83
GO:0007165	1.02	0.12
GO:0048477	1.08	-0.65
GO:0097502	0.65	0.89
GO:0055114	-0.73	0.30
GO:0051258	3.13	-1.25
GO:0008150	-1.30	1.44
GO:0046872	-1.12	-0.86
GO:0019898	-0.74	1.22
GO:0016874	0.22	-0.19
GO:0043565	1.18	1.69
GO:0060429	-0.89	-1.33
GO:0045211	-1.26	0.74
GO:0007623	-1.47	0.23
GO:0002102	-1.53	1.10
GO:0006355	-0.99	-1.05
GO:0006508	0.61	1.38
GO:0007476	-1.55	0.44
GO:0051371	1.18	1.17
GO:0006241	2.37	-0.55
GO:0042908	-0.85	-2.00
GO:0016560	-1.36	-0.09
GO:0003676	-1.46	-0.88
GO:0007623	1.04	2.00
GO:0040003	1.00	0.34
GO:0016887	-0.19	-0.73
GO:0071011	2.57	2.02
GO:0055114	-0.74	0.69
GO:0008270	-0.86	2.06
GO:0046983	-0.69	0.82
GO:0035193	0.59	0.74
GO:0055114	-0.74	-0.70
GO:0051297	-0.83	1.25
GO:0043565	1.16	0.84
GO:0008150	-1.08	0.26
GO:0030170	-0.76	-0.79
GO:0051642	1.47	-0.55
GO:0050912	0.87	0.99
GO:0090502	-0.69	-0.91
GO:0033290	3.91	-3.60
GO:0003682	1.15	-1.26
GO:0061331	1.04	1.20
GO:0008270	-0.36	0.70
GO:0016021	-0.74	-0.69
GO:0008150	-0.21	-0.34
GO:0006508	-1.60	0.40
GO:0071013	1.94	0.42
GO:0005968	-0.80	-0.99
GO:0070652	0.83	-0.56
GO:0005737	-0.84	0.59
GO:0050911	-1.57	-0.39
GO:0008017	-1.87	-1.11
GO:0046872	0.31	0.59
GO:0008150	-0.49	-0.95
GO:0009165	1.00	-1.13
GO:0016042	1.06	0.87
GO:0071013	1.48	1.51
GO:0008150	-0.92	0.74
GO:0051260	-1.11	0.18
GO:0022900	0.58	0.49
GO:0007283	-1.10	-0.48
GO:0036459	-1.40	-0.45
GO:0008150	-0.57	0.88
GO:0046872	2.08	-0.69
GO:0044331	-0.69	0.21
GO:0006508	2.26	1.74
GO:0055114	1.38	-0.91
GO:0008150	0.90	0.69
GO:0043048	0.86	1.16
GO:0035091	1.03	0.11
GO:0008152	-1.95	0.36
GO:0050911	-0.84	-0.13
GO:0055085	-0.48	0.55
GO:0033014	-1.42	0.91
GO:0048193	0.35	-0.83
GO:0044183	0.29	-0.64
GO:0048477	0.88	-0.77
GO:0008150	0.33	0.38
GO:0098507	-0.35	-0.61
GO:0016021	-0.37	-0.44
GO:0005509	-1.89	-0.53
GO:0071456	-1.31	-1.77
GO:0016810	0.15	-0.84
GO:0046872	4.77	-2.67
GO:0008150	-1.35	-2.22
GO:0045893	0.22	0.22
GO:0046523	-0.93	-1.16
GO:0006364	1.26	-1.32
GO:0055114	-0.67	-0.75
GO:0008150	0.24	-0.51
GO:0005509	-0.69	0.66
GO:0071013	0.69	-0.86
GO:0008150	1.00	-0.76
GO:0050912	-0.46	0.56
GO:0016021	-0.74	0.49
GO:0004252	0.58	0.60
GO:0010998	-1.20	0.54
GO:0008150	-0.90	1.22
GO:0048137	0.18	0.97
GO:0090138	1.00	1.32
GO:0048812	-1.01	-0.58
GO:0060438	-0.48	-0.72
GO:0008150	-0.86	0.87
GO:0043169	1.27	-0.91
GO:0042600	-0.25	-0.94
GO:0043565	0.62	-0.90
GO:0005615	-1.76	-1.17
GO:0061327	1.43	0.52
GO:0055114	0.39	0.54
GO:0048477	0.41	0.67
GO:0009253	-1.80	0.76
GO:0048635	0.53	1.52
GO:0070725	-1.51	-0.45
GO:0022008	-1.61	0.94
GO:0006412	-1.69	0.27
GO:0032504	-0.40	0.84
GO:0016881	1.98	0.47
GO:0046872	0.21	0.71
GO:0040003	0.85	-0.23
GO:0031625	4.50	1.05
GO:0046939	-0.87	1.16
GO:0048812	1.29	0.64
GO:0022008	0.09	0.89
GO:0045886	-0.40	-0.63
GO:0012505	0.93	0.84
GO:0051533	2.13	-2.66
GO:0008150	0.78	0.36
GO:0046872	0.79	1.51
GO:0016747	0.89	1.07
GO:0071011	7.75	-4.05
GO:0030688	0.59	-2.58
GO:0051092	0.17	0.34
GO:0005515	1.17	-0.69
GO:0045202	2.47	-1.62
GO:0017080	1.01	1.27
GO:0005811	1.17	-0.45
GO:0018108	0.90	-1.08
GO:0015020	1.13	0.84
GO:0008150	-0.37	0.52
GO:0043565	-1.79	-4.23
GO:0022900	0.32	-0.41
GO:0071586	0.86	0.82
GO:0097503	1.39	1.20
GO:0035197	0.33	0.88
GO:0004175	-0.62	-2.78
GO:0071254	-1.26	0.87
GO:0033563	0.57	-0.49
GO:0050662	-0.39	-1.96
GO:0060025	-0.31	0.95
GO:0045859	-0.67	1.93
GO:0042742	-0.31	0.35
GO:0031233	0.89	0.75
GO:0055114	1.12	-1.16
GO:0032259	-1.54	-0.85
GO:0070374	0.26	-2.01
GO:0008150	-1.05	-0.43
GO:0008150	-0.68	-0.12
GO:0000062	-0.68	0.71
GO:0008536	1.07	1.55
GO:0004175	-0.42	-2.02
GO:0043547	1.64	-1.04
GO:0071805	-1.42	-1.16
GO:0006468	-1.64	0.26
GO:0043234	1.32	0.21
GO:0033554	2.11	-1.07
GO:0048471	1.40	1.57
GO:0006281	-1.08	-0.70
GO:0040003	-1.19	-0.92
GO:0071617	-0.17	0.25
GO:0045475	0.73	1.33
GO:0008150	-0.88	-0.32
GO:0046872	-0.78	0.85
GO:0042594	-0.95	0.94
GO:0008150	0.69	-0.81
GO:0004252	3.72	3.18
GO:0015020	-1.50	-0.76
GO:0006468	-1.27	1.59
GO:0046872	-1.03	0.75
GO:0046331	-1.54	0.57
GO:0055114	-1.57	0.50
GO:0006508	-1.29	-0.74
GO:2000035	-1.45	0.23
GO:0070588	-1.02	-1.99
GO:0050829	0.47	0.45
GO:0042813	-1.07	-0.57
GO:0046872	-0.87	0.64
GO:0008150	1.18	1.29
GO:0090502	8.31	0.99
GO:0046872	0.82	0.56
GO:0046872	0.57	2.99
GO:0008150	-1.25	0.39
GO:0048137	-1.22	-0.87
GO:0008150	0.19	-0.68
GO:0043152	0.34	0.64
GO:0022008	2.43	-1.78
GO:0016887	-0.34	1.23
GO:0008152	0.50	1.02
GO:0071013	-1.24	1.60
GO:0008157	-1.55	-0.99
GO:0048812	0.95	0.19
GO:0072487	-0.87	-0.19
GO:0048749	0.88	1.14
GO:0016874	1.42	-1.66
GO:0001104	0.66	1.68
GO:0009620	-0.10	0.55
GO:0032321	-1.89	1.32
GO:0022008	-0.71	-2.14
GO:0048149	-1.79	-0.95
GO:0007606	0.68	0.98
GO:0072499	0.69	0.86
GO:0008150	-0.28	1.62
GO:0051260	0.14	-0.64
GO:0008150	1.22	1.29
GO:0016021	-0.87	0.64
GO:0055085	-1.78	-1.48
GO:0048749	1.89	0.45
GO:0008150	-0.85	0.56
GO:0046872	-1.45	0.65
GO:0070449	1.64	-2.59
GO:0045824	0.27	0.85
GO:2000253	-1.25	0.95
GO:0035147	-0.76	-0.73
GO:0008253	-0.78	0.47
GO:0008150	0.64	0.34
GO:0048749	0.33	2.03
GO:0008150	3.16	1.54
GO:0006468	-1.25	-0.92
GO:2000431	-0.84	0.42
GO:0030246	1.07	-0.19
GO:0055114	0.65	0.18
GO:0045211	-0.91	-0.98
GO:0015629	1.49	0.83
GO:0005886	-1.17	1.36
GO:0071805	-0.62	0.30
GO:0004734	-1.09	0.75
GO:0008152	0.69	0.66
GO:0055114	0.74	-0.30
GO:0007049	-0.28	0.15
GO:0048699	-0.85	-0.25
GO:0055059	2.76	-2.87
GO:0043565	-0.82	0.59
GO:0008237	-0.96	-0.92
GO:0008150	1.32	0.38
GO:0004402	0.68	-0.75
GO:0071027	1.34	-2.22
GO:0008270	0.69	0.50
GO:0071855	0.73	0.69
GO:0042325	0.54	0.27
GO:0010629	0.24	-2.15
GO:0006468	-0.19	0.90
GO:0019904	-0.92	-1.08
GO:0070981	1.08	0.96
GO:0008150	0.88	1.51
GO:0016787	4.66	3.12
GO:0006468	0.16	-0.69
GO:0001077	0.28	0.27
GO:0016020	-0.40	1.76
GO:0007498	1.77	-2.45
GO:0046872	0.90	-1.29
GO:0071586	-0.64	0.36
GO:0043052	1.24	-1.21
GO:0044212	0.39	1.22
GO:0055085	-1.42	-0.75
GO:0008150	-0.53	-0.27
GO:0007052	-0.74	0.85
GO:0045433	0.86	-0.07
GO:0055114	-1.13	0.37
GO:0043565	0.81	0.92
GO:0008061	0.97	0.61
GO:0030628	1.54	0.47
GO:0055114	-0.73	1.82
GO:0017111	-1.75	-0.18
GO:0052689	0.47	-0.19
GO:0005730	-0.34	-0.76
GO:0055114	-0.63	0.36
GO:0016887	0.86	-0.35
GO:0006508	-1.62	-1.14
GO:0016020	-1.37	0.79
GO:0006433	-0.45	0.29
GO:0071013	-1.26	-0.48
GO:0016020	-1.49	1.36
GO:0009968	-0.88	0.68
GO:0034472	-0.79	-1.22
GO:0090158	-1.05	1.31
GO:0016788	-0.88	-0.79
GO:0008150	-0.51	1.03
GO:0010506	0.51	0.47
GO:0071944	1.40	0.62
GO:0030150	0.19	-0.84
GO:0040003	-0.71	0.58
GO:0006412	-0.49	0.77
GO:0008150	0.63	0.60
GO:0043277	-0.33	0.39
GO:0016887	1.22	0.71
GO:0046983	-0.87	2.45
GO:0055114	0.60	0.59
GO:0055114	-1.69	-1.24
GO:0090305	-1.08	-0.63
GO:0055114	0.28	0.47
GO:0045297	-0.53	2.20
GO:0045177	-1.59	1.73
GO:0005509	-0.50	0.79
GO:0055114	-0.97	-0.99
GO:0008150	-0.81	-0.78
GO:0008150	-1.62	-1.62
GO:0008143	0.86	1.24
GO:0090389	-1.61	0.76
GO:0046872	-0.78	0.79
GO:0003729	0.71	0.89
GO:0042600	-0.12	-0.68
GO:0046662	-0.64	-0.32
GO:0042302	-0.60	-0.20
GO:0030170	-1.32	0.91
GO:0055085	-0.38	-0.54
GO:1900037	-0.71	-1.64
GO:0051491	-1.30	-0.58
GO:0008061	-2.14	-0.56
GO:0046872	1.51	-1.10
GO:0052740	-0.47	0.68
GO:0048067	-1.42	0.32
GO:0008061	-1.18	0.61
GO:0070201	-1.43	0.59
GO:0008150	-0.18	0.81
GO:0032504	-1.33	0.88
GO:0046982	1.22	-1.22
GO:0055085	0.28	0.26
GO:0048208	0.31	-1.51
GO:0008150	-0.80	-0.60
GO:0055114	-0.97	0.90
GO:0050911	0.64	0.43
GO:0008150	-1.27	-1.22
GO:0090251	-0.08	0.32
GO:0008150	1.14	-1.84
GO:0016772	0.11	0.11
GO:0050911	-0.86	1.03
GO:0016021	1.23	0.50
GO:0008150	5.11	-4.78
GO:0008150	-1.30	-1.50
GO:0016772	0.61	0.98
GO:0050912	-1.24	0.49
GO:0016021	-0.48	-1.59
GO:0008150	1.50	0.56
GO:0060967	-0.96	0.76
GO:0045214	0.24	0.95
GO:0032504	3.13	-0.57
GO:0050911	-1.45	0.43
GO:2001070	-1.90	0.40
GO:0016020	0.26	-0.91
GO:0006420	1.39	-1.01
GO:0019898	2.51	1.63
GO:0016191	0.46	0.53
GO:0031167	-1.62	0.41
GO:0046872	-0.73	0.44
GO:0070971	1.53	0.86
GO:0045892	0.72	-1.52
GO:0005575	-0.30	0.40
GO:0008150	-0.96	0.96
GO:0098586	-1.84	-1.78
GO:0046982	-0.70	1.65
GO:0008150	-1.37	-1.46
GO:0055114	0.80	0.50
GO:0090307	2.45	1.45
GO:0016021	1.06	0.85
GO:0016020	0.43	0.37
GO:0010891	0.05	1.14
GO:0051726	0.79	-0.80
GO:0008150	2.38	0.23
GO:0055114	-1.71	0.42
GO:0008270	-1.16	-0.51
GO:0016020	-0.30	1.01
GO:0007099	-0.26	-1.82
GO:0070831	-0.44	-1.78
GO:0055085	1.13	-0.78
GO:0060438	-1.44	-2.07
GO:0017057	-0.80	0.43
GO:0000790	-0.93	0.22
GO:0046529	0.77	-0.92
GO:0008150	0.94	-1.02
GO:0045938	-2.09	-1.44
GO:0008150	2.98	-1.22
GO:0035064	-1.48	0.48
GO:0016311	0.62	0.55
GO:2001229	2.83	-0.87
GO:0004175	-1.22	-3.22
GO:0050790	0.48	0.31
GO:0051726	-0.60	-0.41
GO:0055085	-1.29	0.68
GO:0016021	1.30	0.83
GO:0044331	0.21	0.70
GO:0007527	2.11	1.77
GO:0007018	-0.59	1.06
GO:0033819	2.12	1.29
GO:0046872	0.32	1.07
GO:0035267	-1.04	-2.45
GO:0071805	-1.10	0.61
GO:0005575	-0.64	0.46
GO:0016740	0.30	0.51
GO:0046872	-1.05	0.37
GO:0051028	0.25	0.73
GO:0005737	1.38	1.02
GO:0006508	-0.32	-1.09
GO:0008061	1.29	-0.67
GO:0008150	1.10	-0.38
GO:0046331	-0.54	-0.54
GO:0070086	0.36	0.13
GO:0016020	-0.47	0.76
GO:0008150	-0.94	0.70
GO:0043409	-1.58	-1.14
GO:0005875	-0.64	-0.29
GO:0048082	1.07	1.42
GO:0090175	-1.47	-0.70
GO:0048477	0.53	0.23
GO:0043138	-1.48	-1.05
GO:0055114	0.43	-1.40
GO:0030145	0.72	2.51
GO:0060003	-0.97	1.22
GO:0055085	0.96	0.68
GO:0061060	-0.33	-0.74
GO:0016021	-0.91	-0.22
GO:0022008	0.76	-0.87
GO:0051028	1.29	-0.96
GO:0031941	-1.23	-2.49
GO:0048477	-1.14	-1.54
GO:0030170	-1.83	0.43
GO:0048072	1.04	-0.98
GO:0055114	-0.64	0.76
GO:0050839	0.58	-1.21
GO:0005929	-2.25	0.57
GO:0051298	2.91	-3.99
GO:0008150	0.57	1.17
GO:0006412	1.36	-4.12
GO:0032504	-1.29	-1.48
GO:0034088	1.10	-0.30
GO:0003725	1.04	0.81
GO:0008152	-0.22	0.98
GO:0035542	-0.96	-0.92
GO:0000790	-0.72	1.14
GO:0016311	-0.92	0.87
GO:0048477	-0.52	-1.10
GO:0008150	-0.15	-0.59
GO:0008270	-1.39	-0.63
GO:1902600	-1.47	0.23
GO:0048137	2.18	0.34
GO:0032851	-0.20	1.62
GO:0016021	1.00	0.73
GO:0007188	-1.74	-1.70
GO:0046933	-0.31	-4.02
GO:0008150	1.61	0.58
GO:0080019	0.26	0.09
GO:0016021	-0.27	-0.53
GO:0016021	2.42	-0.97
GO:0006470	-0.73	0.49
GO:0008150	-0.16	1.12
GO:0070536	1.10	-0.48
GO:0008150	1.06	-0.52
GO:0042060	-0.95	-0.54
GO:1902600	-0.56	0.23
GO:0042623	-1.48	0.64
GO:0040003	-1.16	0.94
GO:0006468	1.63	-0.98
GO:0022008	0.78	0.29
GO:0061343	0.40	-0.29
GO:0008270	-1.15	-1.08
GO:0046872	1.57	-0.82
GO:0060729	1.30	1.61
GO:0008150	-0.15	-1.07
GO:0022008	-0.99	-1.07
GO:0008270	-0.82	-0.46
GO:0032504	2.78	4.44
GO:0008150	-1.65	0.56
GO:0008150	-0.61	0.45
GO:0016529	1.92	0.56
GO:0097033	-0.64	-0.95
GO:0008270	0.92	0.66
GO:0045211	-1.16	0.27
GO:0055114	-1.02	0.89
GO:0050830	0.74	0.85
GO:0051298	-2.79	-2.79
GO:0005685	-1.33	-1.34
GO:0016021	-1.42	0.17
GO:0006909	-0.94	-2.36
GO:0008021	-0.19	0.97
GO:0006412	4.51	-3.54
GO:0016746	1.88	-0.74
GO:0005509	1.10	1.40
GO:0005543	-1.15	-0.68
GO:0008150	-0.20	-0.65
GO:0071011	-1.27	0.33
GO:0006810	-2.14	-0.30
GO:0010972	0.49	-0.68
GO:0008150	0.46	0.23
GO:0016020	1.67	-0.95
GO:0055114	1.11	-0.65
GO:0008150	1.93	0.33
GO:0030125	-0.89	-0.67
GO:1901215	-1.16	0.93
GO:0016021	0.81	0.39
GO:0046330	-0.98	-0.48
GO:0030170	-1.37	-0.64
GO:0001075	-0.53	-1.26
GO:2000427	1.12	-1.26
GO:0048812	-0.34	0.54
GO:0006508	0.29	0.61
GO:0051259	0.83	-0.60
GO:0016021	0.61	0.53
GO:1902600	-1.82	-1.28
GO:1901739	-1.18	0.38
GO:0042623	0.54	0.96
GO:0005509	-0.85	1.34
GO:0090090	0.43	-0.17
GO:0060090	-1.35	-1.79
GO:0043169	1.24	0.74
GO:0040018	-1.32	-1.34
GO:0006508	-0.98	0.76
GO:0046872	0.27	0.93
GO:0042623	1.10	1.22
GO:0004467	0.70	-1.34
GO:0019433	-0.67	0.35
GO:0051082	-1.70	0.47
GO:0034472	-0.48	-0.93
GO:0008263	-0.69	-0.35
GO:0032259	0.70	1.15
GO:0040003	-0.49	-0.42
GO:0008150	-1.25	0.28
GO:0008150	1.10	1.56
GO:0008150	0.66	0.39
GO:0008270	1.51	-0.17
GO:0050912	0.40	0.21
GO:0006412	4.48	-2.21
GO:0006355	1.32	-1.42
GO:0042254	0.53	-0.64
GO:0090307	1.27	0.36
GO:0008150	-0.81	1.12
GO:0060071	1.46	1.38
GO:0055114	-0.55	0.89
GO:0031932	0.66	-0.65
GO:0072686	-1.19	-0.86
GO:0055085	0.74	-0.87
GO:0005516	-1.50	-0.79
GO:0046872	-0.57	0.64
GO:0008150	-1.56	-0.29
GO:0051082	-0.74	-0.58
GO:0035195	-1.27	-1.61
GO:0051156	-0.22	-2.36
GO:2000331	1.59	0.23
GO:0045746	-2.65	3.20
GO:0097206	1.49	1.52
GO:0006424	0.20	1.08
GO:0006508	0.80	-0.55
GO:0006423	0.74	-0.65
GO:0017176	0.12	-1.41
GO:0070983	-1.34	0.52
GO:0046523	-1.72	-0.12
GO:0051726	-0.18	1.12
GO:0090305	-0.75	0.50
GO:0002218	-0.99	0.85
GO:0071897	0.45	1.21
GO:0008150	0.75	0.93
GO:0055114	0.90	0.75
GO:0048102	0.83	0.70
GO:0018108	-0.93	-0.45
GO:0016021	-1.24	-0.42
GO:0016881	-0.16	-1.82
GO:0050832	-0.32	0.33
GO:0006412	-1.10	-0.33
GO:0016021	0.72	0.16
GO:0007099	0.72	0.42
GO:0032504	0.33	0.78
GO:0048167	0.80	-0.58
GO:0022008	0.62	-0.56
GO:0071929	1.73	-0.21
GO:0005575	-0.24	0.94
GO:0004252	0.85	-0.83
GO:0006749	-1.17	0.50
GO:0035100	0.47	0.81
GO:0030424	0.51	1.21
GO:0008150	-0.98	-2.14
GO:0036126	-1.14	1.26
GO:0055114	-0.95	0.29
GO:0032851	-1.31	-0.50
GO:0080132	-1.64	0.73
GO:0009059	-0.41	-0.38
GO:0008063	0.27	-1.06
GO:0030497	0.41	-0.11
GO:0040003	-1.46	-0.91
GO:0008150	0.29	0.40
GO:0046872	0.78	0.75
GO:0005634	0.62	1.35
GO:0055114	0.30	0.50
GO:0043565	0.54	1.55
GO:0005875	-1.32	-0.33
GO:0040003	-1.08	0.77
GO:0007288	-1.38	0.73
GO:0043565	-0.67	1.14
GO:0055114	0.40	0.12
GO:0016798	0.35	0.47
GO:0008150	-0.09	0.67
GO:0050830	-1.61	0.55
GO:0000775	0.86	1.03
GO:0035556	0.67	-0.44
GO:0043066	0.97	-0.87
GO:0046693	1.18	-1.05
GO:0046872	-1.20	-0.11
GO:0008061	-0.62	0.40
GO:0006468	2.23	1.52
GO:0004252	1.31	0.53
GO:0008150	-1.54	0.77
GO:0098655	-0.82	0.67
GO:0055114	-1.25	-0.41
GO:0043234	-0.86	0.57
GO:0016021	-0.75	-0.62
GO:0070611	0.95	0.74
GO:0008150	-0.96	0.91
GO:0007606	0.58	0.46
GO:0008150	-2.20	-0.76
GO:0016021	0.56	0.20
GO:0055114	-1.24	0.09
GO:0022008	-0.75	1.37
GO:0012505	-0.59	-0.83
GO:0008138	-0.62	-0.40
GO:0033014	-0.27	0.89
GO:0012505	-1.82	-0.51
GO:0008061	-1.74	0.99
GO:0007283	0.33	1.30
GO:0045087	-1.36	-0.90
GO:0008061	1.25	-0.31
GO:0055114	0.61	0.11
GO:0055085	-0.62	-0.57
GO:0016740	0.22	0.28
GO:0052906	-0.85	0.65
GO:0016021	-0.58	1.13
GO:0008150	-1.19	-0.30
GO:0051726	3.39	-4.30
GO:0050912	-0.72	0.59
GO:0017119	-1.34	-0.36
GO:0016787	-1.37	0.53
GO:0032504	-0.42	0.37
GO:0008152	1.85	1.89
GO:0050911	-0.88	0.80
GO:0000790	4.41	-3.38
GO:0055085	0.29	0.10
GO:0045211	0.10	0.86
GO:0046983	-0.18	-0.27
GO:0051056	-1.12	0.43
GO:0008150	3.39	-0.80
GO:0051923	0.12	0.78
GO:0005886	0.53	0.47
GO:0000046	-0.93	-0.19
GO:0008150	-2.31	-1.53
GO:0007165	0.40	0.18
GO:0016021	0.75	-0.90
GO:0008150	2.24	0.14
GO:0016874	0.85	0.25
GO:0080048	0.55	0.15
GO:0008150	0.30	1.07
GO:0071456	-1.06	-1.60
GO:0007099	-2.12	-1.63
GO:0051726	-0.10	-0.36
GO:0043066	0.26	1.25
GO:0055114	0.77	-0.78
GO:0016310	0.52	0.70
GO:0060429	1.03	0.84
GO:0008150	-0.24	-1.04
GO:0045475	-1.16	-0.48
GO:0051607	1.40	0.93
GO:0071689	2.10	0.15
GO:0045495	0.71	0.59
GO:0008150	0.63	-0.56
GO:0005685	-1.76	1.26
GO:0012505	-0.89	0.12
GO:0046872	1.13	-1.01
GO:0016034	-0.75	-0.49
GO:0055114	-0.98	-0.56
GO:0036401	-0.83	-0.21
GO:0016021	1.13	1.15
GO:0006508	-1.36	0.88
GO:0055114	1.33	0.50
GO:0045211	-1.33	0.76
GO:0008270	-1.31	1.36
GO:0008150	0.41	-0.18
GO:0018990	1.83	-0.26
GO:0000790	-1.22	1.30
GO:0046843	0.50	0.41
GO:0098655	-0.62	0.64
GO:0001056	0.63	0.60
GO:0055072	-1.24	-0.36
GO:0032433	-0.72	-0.22
GO:0008150	-0.98	-0.35
GO:0016020	0.54	1.09
GO:0008150	0.25	-0.12
GO:0046872	-0.44	-1.45
GO:0006909	0.73	-0.46
GO:0051015	0.76	-1.31
GO:0055114	0.44	-2.23
GO:0008150	-0.50	1.02
GO:0034976	-0.83	-0.03
